item,adjective,form
q_22399,slavish,A
q_22400,hygienic,A
q_22401,neglectful,A
q_22402,treacherous,A
q_22403,shrill,A
q_22404,unsubduable,A
q_22405,ministerial,A
q_22406,weak-kneed,A
q_22407,assuming,A
q_22408,appreciative,A
q_22409,pleasure-loving,A
q_22410,professional,A
q_22411,naive,A
q_22412,unresting,A
q_22413,plotting,A
q_22414,grudging,A
q_22415,bureaucratic,A
q_22416,kindly,A
q_22417,pedestrian,A
q_22418,low-key,A
q_22419,rancorous,A
q_22420,calming,A
q_22421,unerring,A
q_22422,anecdotal,A
q_22423,stormy,A
q_22424,discriminating,A
q_22425,articulate,A
q_22426,urbane,A
q_22427,sugary,A
q_22428,uncontainable,A
q_22429,thin,A
q_22430,censorious,A
q_22431,ingratiatory,A
q_22432,unrevengeful,A
q_22433,sour,A
q_22434,ultrarefined,A
q_22435,sensing,A
q_22436,busy,A
q_22437,unscornful,A
q_22438,well-adjusted,A
q_22439,dangerous,A
q_22440,impolite,A
q_22441,clearheaded,A
q_22442,unjoyful,A
q_22443,undeliberative,A
q_22444,big-mouthed,A
q_22445,unaccountable,A
q_22446,self-assertive,A
q_22447,feckless,A
q_22448,encouraged,A
q_22449,candid,A
q_22450,unbookish,A
q_22451,blasé,A
q_22452,organized,A
q_22453,loopy,A
q_22454,good,A
q_22455,prim,A
q_22456,unintrospective,A
q_22457,nocturnal,A
q_22458,unabashed,A
q_22459,mentoring,A
q_22460,blunt-witted,A
q_22461,frigid,A
q_22462,unappreciative,A
q_22463,hermitish,A
q_22464,wistful,A
q_22465,rebellious,A
q_22466,uncautious,A
q_22467,genial,A
q_22468,refined,A
q_22469,unventurous,A
q_22470,precondemning,A
q_22471,sluggish,A
q_22472,shrieking,A
q_22473,apologetic,A
q_22474,uneducated,A
q_22475,earthly-minded,A
q_22476,diffident,A
q_22477,guileless,A
q_22478,cordial,A
q_22479,overscrupulous,A
q_22480,grand,A
q_22481,civil,A
q_22482,relaxed,A
q_22483,coarse,A
q_22484,disgusting,A
q_22485,uninformed,A
q_22486,ashamed,A
q_22487,clear-thinking,A
q_22488,uncourteous,A
q_22489,immaculate,A
q_22490,nonspiritual,A
q_22491,bright,A
q_22492,sacrilegious,A
q_22493,unsaintly,A
q_22494,weak-minded,A
q_22495,tasteful,A
q_22497,suave,A
q_22498,foppish,A
q_22499,zestful,A
q_22500,dependent,A
q_22501,judgmental,A
q_22502,unshy,A
q_22503,overforward,A
q_22504,craven,A
q_22505,surly,A
q_22506,demeaning,A
q_22507,astute,A
q_22508,perspicacious,A
q_22509,mousy,A
q_22510,overparticular,A
q_22511,unpeaceable,A
q_22512,baiting,A
q_22513,maladroit,A
q_22514,irrestrainable,A
q_22515,oleaginous,A
q_22516,explosive,A
q_22517,brutal,A
q_22518,liberated,A
q_22519,uncommunicative,A
q_22520,trusted,A
q_22521,sagacious,A
q_22522,unsexual,A
q_22523,unobtrusive,A
q_22524,mean-spirited,A
q_22525,absurd,A
q_22526,backbiting,A
q_22527,self-indulgent,A
q_22528,atheistic,A
q_22529,teary,A
q_22530,meek,A
q_22531,considerate,A
q_22532,plain,A
q_22533,exclusive,A
q_22534,annoying,A
q_22535,intense,A
q_22536,ministrative,A
q_22537,joyous,A
q_22538,facetious,A
q_22539,idealistic,A
q_22540,maternal,A
q_22541,unsatisfiable,A
q_22542,restrainable,A
q_22543,educable,A
q_22544,overexcitable,A
q_22545,designful,A
q_22546,sad,A
q_22547,gifted,A
q_22548,possessive,A
q_22549,unashamed,A
q_22550,colorful,A
q_22551,monotonous,A
q_22552,formal,A
q_22553,indulgent,A
q_22554,excellent,A
q_22555,baleful,A
q_22556,overcritical,A
q_22557,foresighted,A
q_22558,malingering,A
q_22559,versatile,A
q_22560,cavalier,A
q_22561,old-fashioned,A
q_22562,unfeigning,A
q_22563,deft,A
q_22564,ultraspiritual,A
q_22565,unartistic,A
q_22566,jovial,A
q_22567,godless,A
q_22568,literal,A
q_22569,ridiculous,A
q_22570,embarrassing,A
q_22571,thrifty,A
q_22572,heretical,A
q_22574,immodest,A
q_22575,sneaky,A
q_22576,exhaustive,A
q_22577,shady,A
q_22578,unwatchful,A
q_22579,unmoralizing,A
q_22580,melancholic,A
q_22581,preoccupied,A
q_22582,inquisitive,A
q_22583,fluttery,A
q_22584,disparaging,A
q_22585,conciliatory,A
q_22586,sprightly,A
q_22587,unusual,A
q_22588,crude,A
q_22589,ambiguous,A
q_22590,masochistic,A
q_22591,graceless,A
q_22592,unspeaking,A
q_22593,left-handed,A
q_22594,expedient,A
q_22595,complimentary,A
q_22596,soulful,A
q_22597,convincing,A
q_22598,impudent,A
q_22599,undaunted,A
q_22600,lovely,A
q_22601,tolerant,A
q_22602,relentless,A
q_22603,decisive,A
q_22604,fussy,A
q_22605,sunny,A
q_22606,felonious,A
q_22607,malcontented,A
q_22608,unhealthy,A
q_22609,uninquisitive,A
q_22610,overdiligent,A
q_22611,unsanitary,A
q_22612,unmalleable,A
q_22613,stable,A
q_22614,dramatic,A
q_22615,scatterbrained,A
q_22616,chauvinistic,A
q_22617,sketchy,A
q_22618,appeasing,A
q_22619,overnervous,A
q_22620,unreasoning,A
q_22621,parasitic,A
q_22622,classy,A
q_22623,promiscuous,A
q_22624,tender,A
q_22625,standoffish,A
q_22626,insulting,A
q_22627,unresponsive,A
q_22628,premeditative,A
q_22629,tearful,A
q_22630,monosyllabic,A
q_22631,uncompassionate,A
q_22632,frustrated,A
q_22633,undemocratic,A
q_22634,penitent,A
q_22635,iconoclastic,A
q_22636,faithless,A
q_22637,bashful,A
q_22638,romantic,A
q_22639,overrated,A
q_22640,cheeky,A
q_22641,brotherly,A
q_22642,priggish,A
q_22643,proud,A
q_22644,well-bred,A
q_22645,stoic,A
q_22646,down-to-earth,A
q_22647,carefree,A
q_22648,wonderful,A
q_22649,brainy,A
q_22650,unfashionable,A
q_22651,shrewish,A
q_22652,caustic,A
q_22653,self-respecting,A
q_22654,mellow,A
q_22655,unspiritual,A
q_22656,encumbered,A
q_22657,flaunty,A
q_22658,nonimitative,A
q_22659,sweet,A
q_22660,exhausted,A
q_22661,unsmiling,A
q_22662,grateful,A
q_22663,yappy,A
q_22664,untransparent,A
q_22665,bright-eyed,A
q_22666,condescending,A
q_22667,democratic,A
q_22668,unmerciful,A
q_22669,initiating,A
q_22670,overzealous,A
q_22671,ascetic,A
q_22672,spry,A
q_22673,hypercritical,A
q_22674,discreet,A
q_22675,slothful,A
q_22676,young,A
q_22677,uncooperative,A
q_22678,undisturbable,A
q_22679,unapproachable,A
q_22680,other-worldly,A
q_22681,conversational,A
q_22682,swaggering,A
q_22683,scornful,A
q_22684,specific,A
q_22685,brawling,A
q_22686,genteel,A
q_22687,emotionless,A
q_22688,emasculated,A
q_22689,mannish,A
q_22690,rustic,A
q_22691,undependable,A
q_22692,spiritual,A
q_22693,obtrusive,A
q_22694,dishonest,A
q_22695,inexpressive,A
q_22696,rhythmic,A
q_22697,unmercenary,A
q_22698,rueful,A
q_22699,fumbling,A
q_22700,inactive,A
q_22701,grousing,A
q_22702,tactless,A
q_22703,crusading,A
q_22704,unsocial,A
q_22705,prideful,A
q_22706,acrimonious,A
q_22707,sharp-witted,A
q_22708,overmasculine,A
q_22709,embellishing,A
q_22710,entertaining,A
q_22711,materialistic,A
q_22712,remorseless,A
q_22713,unreserved,A
q_22714,grandfatherly,A
q_22715,self-contained,A
q_22716,commanding,A
q_22717,unproductive,A
q_22718,unbigoted,A
q_22719,untrained,A
q_22720,unconformable,A
q_22721,unbenevolent,A
q_22722,mundane,A
q_22723,amorous,A
q_22724,incapable,A
q_22725,shiftless,A
q_22726,quiet-spoken,A
q_22727,educated,A
q_22728,exasperated,A
q_22729,literate,A
q_22730,coherent,A
q_22731,indefatigable,A
q_22732,unharming,A
q_22733,disorderly,A
q_22734,unenthusiastic,A
q_22735,negative,A
q_22736,graceful,A
q_22737,sorry,A
q_22738,ungenerous,A
q_22739,reverent,A
q_22740,wide-awake,A
q_22741,complex,A
q_22742,unconstructive,A
q_22743,aristocratic,A
q_22744,retiring,A
q_22745,warm-hearted,A
q_22746,satisfied,A
q_22747,rapturous,A
q_22748,comical,A
q_22749,inquiring,A
q_22750,open,A
q_22751,condemning,A
q_22752,spunky,A
q_22753,argumentative,A
q_22754,unkempt,A
q_22755,factious,A
q_22756,guilty,A
q_22757,discriminative,A
q_22758,uncontradictable,A
q_22759,skittish,A
q_22760,overrighteous,A
q_22761,twitchy,A
q_22762,dopey,A
q_22763,judicious,A
q_22764,asocial,A
q_22765,cosmopolitan,A
q_22766,poetic,A
q_22767,pleasing,A
q_22768,shocking,A
q_22769,orderly,A
q_22770,dewy,A
q_22771,prickly,A
q_22772,rich,A
q_22773,sappy,A
q_22774,unafraid,A
q_22775,unzealous,A
q_22776,equivocal,A
q_22777,honest,A
q_22778,vocal,A
q_22779,blasphemous,A
q_22780,dotty,A
q_22781,boorish,A
q_22782,menacing,A
q_22783,self-controlled,A
q_22784,haphazard,A
q_22785,wild,A
q_22786,resolute,A
q_22787,cultivated,A
q_22788,incoercible,A
q_22789,retortive,A
q_22790,humanistic,A
q_22791,repressed,A
q_22792,ritualistic,A
q_22793,unindustrious,A
q_22794,insightful,A
q_22795,unquestioning,A
q_22796,strait-laced,A
q_22797,bombastic,A
q_22798,faithful,A
q_22799,sanctimonious,A
q_22800,unselfconscious,A
q_22801,flawless,A
q_22802,virginal,A
q_22803,prayerful,A
q_22804,off-color,A
q_22805,athletic,A
q_22806,overfastidious,A
q_22807,ungentlemanly,A
q_22808,oversuspicious,A
q_22809,cherubic,A
q_22810,unmanly,A
q_22811,splenetic,A
q_22812,blustery,A
q_22813,alive,A
q_22814,rugged,A
q_22815,witty,A
q_22816,laughterless,A
q_22817,licentious,A
q_22818,ultrademocratic,A
q_22819,filthy,A
q_22820,conforming,B
q_22821,well-mannered,B
q_22822,soothing,B
q_22823,hygienic,B
q_22824,dense,B
q_22825,cognitive,B
q_22826,cold-blooded,B
q_22827,boisterous,B
q_22828,plotting,B
q_22829,overbearing,B
q_22830,somber,B
q_22831,obliging,B
q_22832,perceptive,B
q_22833,ruminative,B
q_22834,monosyllabic,B
q_22835,stalwart,B
q_22836,unfashionable,B
q_22837,inaggressive,B
q_22838,hot-tempered,B
q_22839,chattering,B
q_22840,unfettered,B
q_22841,foresighted,B
q_22842,disciplined,B
q_22843,corruptible,B
q_22844,apolitical,B
q_22845,detached,B
q_22846,disgruntled,B
q_22847,zany,B
q_22848,cheap,B
q_22849,dauntless,B
q_22850,tolerant,B
q_22851,incompetent,B
q_22852,catty,B
q_22853,joyous,B
q_22854,exact,B
q_22855,vacuous,B
q_22856,bendable,B
q_22857,debonair,B
q_22858,principled,B
q_22859,unwasteful,B
q_22860,altruistic,B
q_22861,watchful,B
q_22862,defensive,B
q_22863,creative,B
q_22864,industrious,B
q_22865,aweless,B
q_22866,impatient,B
q_22867,gleeful,B
q_22868,specific,B
q_22869,unrevealing,B
q_22870,adroit,B
q_22871,unprovincial,B
q_22872,lifeless,B
q_22873,quick-witted,B
q_22874,uncompromising,B
q_22875,feelingless,B
q_22876,unimaginative,B
q_22877,serious-minded,B
q_22878,uncompetitive,B
q_22879,dowdy,B
q_22880,indocile,B
q_22881,self-effacing,B
q_22882,lethargic,B
q_22883,snide,B
q_22884,stupid,B
q_22885,accommodating,B
q_22886,overviolent,B
q_22887,spritely,B
q_22888,loutish,B
q_22889,sneering,B
q_22890,backbiting,B
q_22891,excitable,B
q_22892,prudish,B
q_22893,gorgeous,B
q_22894,unmaidenly,B
q_22895,boozy,B
q_22896,restive,B
q_22897,calm,B
q_22898,fatalistic,B
q_22899,hermitish,B
q_22900,namby-pamby,B
q_22901,mocking,B
q_22902,whorish,B
q_22903,composed,B
q_22904,resistant,B
q_22905,concealing,B
q_22906,flattering,B
q_22907,unromantic,B
q_22908,willful,B
q_22909,desirable,B
q_22910,ostentatious,B
q_22911,pretty,B
q_22912,pleased,B
q_22913,unrespectful,B
q_22914,inconsolable,B
q_22915,faithless,B
q_22916,unbendable,B
q_22917,clumsy,B
q_22918,oversentimental,B
q_22919,unbold,B
q_22920,heretical,B
q_22921,constant,B
q_22922,graceful,B
q_22923,unbewailing,B
q_22924,unkindly,B
q_22925,engaging,B
q_22926,unbusinesslike,B
q_22927,nefarious,B
q_22928,materialistic,B
q_22929,uncautious,B
q_22930,diligent,B
q_22931,straightforward,B
q_22932,plain-spoken,B
q_22933,chummy,B
q_22934,overjealous,B
q_22935,unsympathetic,B
q_22936,pessimistic,B
q_22937,unembittered,B
q_22938,doting,B
q_22939,tough-minded,B
q_22940,needy,B
q_22941,undisguised,B
q_22942,unsteady,B
q_22943,dissensualized,B
q_22944,individualistic,B
q_22945,disappointed,B
q_22946,excessive,B
q_22947,bristly,B
q_22948,scandalmongering,B
q_22949,overworked,B
q_22950,blunt-witted,B
q_22951,obstinate,B
q_22952,terrific,B
q_22953,uncontainable,B
q_22954,unspiritual,B
q_22955,dim,B
q_22956,deceivable,B
q_22957,factious,B
q_22958,undramatic,B
q_22959,bizarre,B
q_22960,uneager,B
q_22961,facetious,B
q_22962,unimpassionate,B
q_22963,luckless,B
q_22964,miserable,B
q_22965,jabbering,B
q_22966,terrifying,B
q_22967,unenlightened,B
q_22968,bubbly,B
q_22969,undevious,B
q_22970,unconfident,B
q_22971,high-spirited,B
q_22972,lavish,B
q_22973,edgy,B
q_22974,unsystematic,B
q_22975,forceful,B
q_22976,independent,B
q_22977,trusty,B
q_22978,cunning,B
q_22979,unpreaching,B
q_22980,easygoing,B
q_22981,pacifying,B
q_22982,casual,B
q_22983,inexact,B
q_22984,ultrasentimental,B
q_22985,conservative,B
q_22986,intrusive,B
q_22987,self-sacrificing,B
q_22988,startling,B
q_22989,dejected,B
q_22990,unadulterous,B
q_22991,bombastic,B
q_22992,encouraging,B
q_22993,ardent,B
q_22994,acquisitive,B
q_22995,unintelligible,B
q_22996,moldable,B
q_22997,heedless,B
q_22998,unnatural,B
q_22999,adulterous,B
q_23000,unphilanthropic,B
q_23001,indestructible,B
q_23002,nonunderstanding,B
q_23003,dopey,B
q_23004,disturbed,B
q_23005,conspicuous,B
q_23006,psychopathic,B
q_23007,private,B
q_23008,slick,B
q_23009,insubordinate,B
q_23010,inexhaustible,B
q_23011,statesmanlike,B
q_23012,prickly,B
q_23013,uncultivated,B
q_23014,convivial,B
q_23015,mercurial,B
q_23016,satirical,B
q_23017,uneasy,B
q_23018,sensuous,B
q_23019,unargumentative,B
q_23020,unpitying,B
q_23021,overbookish,B
q_23022,haphazard,B
q_23023,amicable,B
q_23024,disobedient,B
q_23025,peripatetic,B
q_23026,unfrugal,B
q_23027,forethoughtful,B
q_23028,successful,B
q_23029,furious,B
q_23030,risque,B
q_23031,self-disciplined,B
q_23032,humanitarian,B
q_23033,rude,B
q_23034,laughterless,B
q_23035,timid,B
q_23036,moping,B
q_23037,lecherous,B
q_23038,unrelenting,B
q_23039,artless,B
q_23040,crude,B
q_23041,senseless,B
q_23042,snoopy,B
q_23043,persuadable,B
q_23045,unsettled,B
q_23046,indignant,B
q_23047,indirect,B
q_23048,contemplative,B
q_23049,accountable,B
q_23050,whiny,B
q_23051,proper,B
q_23052,florid,B
q_23053,unjealous,B
q_23054,incompliant,B
q_23055,ethnocentric,B
q_23056,compulsive,B
q_23057,distant,B
q_23058,unfaithful,B
q_23059,educated,B
q_23060,active,B
q_23061,hostile,B
q_23062,plain,B
q_23063,waggish,B
q_23064,serene,B
q_23065,blaming,B
q_23066,unmild,B
q_23067,unpresuming,B
q_23068,incoherent,B
q_23069,uncunning,B
q_23070,obstreperous,B
q_23071,malingering,B
q_23072,blasphemous,B
q_23073,impetuous,B
q_23074,outspoken,B
q_23075,ponderous,B
q_23076,unblushing,B
q_23077,spare,B
q_23078,airy,B
q_23079,denigrating,B
q_23080,cold-hearted,B
q_23081,picky,B
q_23082,rascally,B
q_23083,gritty,B
q_23084,hard,B
q_23085,quaint,B
q_23086,nice,B
q_23087,coherent,B
q_23088,self-restrained,B
q_23089,uncivil,B
q_23090,temptable,B
q_23091,querulous,B
q_23092,hypocritical,B
q_23093,defenseless,B
q_23094,impressive,B
q_23095,trustworthy,B
q_23096,ingenuous,B
q_23097,unaccomplished,B
q_23098,spineless,B
q_23099,star-crossed,B
q_23100,vain,B
q_23101,platitudinous,B
q_23102,touchy,B
q_23103,hypochondriac,B
q_23104,unimpressible,B
q_23105,accomplished,B
q_23106,assured,B
q_23107,sympathetic,B
q_23108,sinful,B
q_23109,indulgent,B
q_23110,gregarious,B
q_23111,ingratiatory,B
q_23112,secure,B
q_23113,worldly,B
q_23114,poetic,B
q_23115,ladylike,B
q_23116,supercilious,B
q_23117,ungrateful,B
q_23118,overtrusting,B
q_23119,mindful,B
q_23120,self-destructive,B
q_23121,impertinent,B
q_23122,negative,B
q_23123,know-it-all,B
q_23124,unversed,B
q_23125,foul-mouthed,B
q_23126,sappy,B
q_23127,instructible,B
q_23128,niggardly,B
q_23129,scampish,B
q_23130,animated,B
q_23131,assuring,B
q_23132,loquacious,B
q_23133,overrigid,B
q_23134,choosy,B
q_23135,unsolicitous,B
q_23136,unbookish,B
q_23137,zealless,B
q_23138,philosophizing,B
q_23139,self-indulgent,B
q_23140,listless,B
q_23141,untamable,B
q_23142,flatterable,B
q_23143,unchanging,B
q_23144,didactic,B
q_23145,labile,B
q_23146,erudite,B
q_23147,overmasculine,B
q_23148,hurtful,B
q_23149,unreceptive,B
q_23150,clearheaded,B
q_23151,unmerry,B
q_23152,nurturing,B
q_23153,dewy,B
q_23154,talkative,B
q_23155,fearless,B
q_23156,thoughtful,B
q_23157,decorous,B
q_23158,ignorant,B
q_23159,zestful,B
q_23160,unzealous,B
q_23161,blind,B
q_23162,disorganized,B
q_23163,imprecise,B
q_23164,hardworking,B
q_23165,cheesy,B
q_23166,fair-minded,B
q_23167,ingenious,B
q_23168,ill-bred,B
q_23169,overtrained,B
q_23170,morbid,B
q_23171,constrained,B
q_23172,greasy,B
q_23173,inhumane,B
q_23174,unobtrusive,B
q_23175,immoderate,B
q_23176,evangelistic,B
q_23177,gallant,B
q_23178,soulful,B
q_23179,unstirrable,B
q_23180,inert,B
q_23181,scrounging,B
q_23182,overindulgent,B
q_23183,vociferous,B
q_23184,unwild,B
q_23185,comprehensive,B
q_23186,noble,B
q_23187,adaptive,B
q_23188,incendiary,B
q_23189,nonrational,B
q_23190,self-deceiving,B
q_23191,moody,B
q_23192,sunny,B
q_23193,respectable,B
q_23194,spunky,B
q_23195,tender-hearted,B
q_23196,unsearching,B
q_23197,respectful,B
q_23198,tranquil,B
q_23199,informative,B
q_23200,meek,B
q_23201,absent-minded,B
q_23202,crusading,B
q_23203,halfwitted,B
q_23204,bad,B
q_23205,feminine,B
q_23206,high-minded,B
q_23207,untamed,B
q_23208,encouraged,B
q_23209,participative,B
q_23210,illiterate,B
q_23211,provocable,B
q_23212,concise,B
q_23213,legalistic,B
q_23214,shiftless,B
q_23215,entertaining,B
q_23216,lustful,B
q_23217,unvain,B
q_23218,extravagant,B
q_23219,overforward,B
q_23220,priggish,B
q_23221,upright,B
q_23222,fanciful,B
q_23223,self-seeking,B
q_23224,impressionable,B
q_23225,frustrating,B
q_23226,shrewish,B
q_23227,nocturnal,B
q_23228,orderly,B
q_23229,retarded,B
q_23230,well-bred,B
q_23231,revengeful,B
q_23232,open-ended,B
q_23233,quixotic,B
q_23234,inventive,B
q_23235,respected,B
q_23236,ungraceful,B
q_23237,self-consistent,B
q_23238,melancholic,B
q_23239,hearty,B
q_23240,reformative,B
q_23241,unguarded,B
q_23242,inhospitable,B
q_23243,otherworldly,B
q_23244,rapturous,B
q_23245,cowardly,B
q_23246,decisive,B
q_23247,attentive,B
q_23248,presentable,B
q_23249,disgusted,B
q_23250,cool,B
q_23251,skillful,B
q_23252,audacious,B
q_23253,disobliging,B
q_23254,untransparent,B
q_23255,neglected,B
q_23256,abnormal,B
q_23257,stylish,B
q_23258,overthoughtful,B
q_23259,self-reflective,B
q_23260,hotheaded,B
q_23261,swaggering,B
q_23262,lewd,B
q_23263,acerbic,B
q_23264,dispassionate,B
q_23265,fiendish,B
q_23266,unstormy,B
q_23267,manly,B
q_23268,uninventive,B
q_23269,leisurely,B
q_23270,employed,B
q_23271,terse,B
q_23272,magisterial,B
q_23273,adjustable,B
q_23274,fumbling,B
q_23275,disarming,B
q_23276,overwhelmed,B
q_23277,gaudy,B
q_23278,dictatorial,B
q_23279,inexperienced,B
q_23280,satisfied,B
q_23281,unreserved,B
q_23282,truculent,B
q_23283,lordly,B
q_23284,hungry,B
q_23285,polemical,B
q_23286,vigorous,B
q_23287,bilious,B
q_23288,loveless,B
q_23289,ungenerous,B
q_23290,elderly,B
q_23291,competitive,B
q_23292,condemning,B
q_23293,anticipative,B
q_23294,stodgy,B
q_23295,childish,B
q_23296,sophisticated,B
q_23297,high-principled,B
q_23298,overwomanly,B
q_23299,dogmatic,B
q_23300,equivocal,B
q_23301,earthly-minded,B
q_23302,prominent,B
q_23303,vapid,B
q_23304,awkward,B
q_23305,blustery,B
q_23306,ashamed,B
q_23307,uncultured,B
q_23308,glib,B
q_23309,unaspiring,B
q_23310,down-to-earth,B
q_23311,cultivating,B
q_23312,confusing,B
q_23313,noisy,B
q_23314,hesitant,B
q_23315,uncontriving,B
q_23316,overrash,B
q_23317,insistent,B
q_23318,unsanitary,B
q_23319,subservient,B
q_23320,holy,B
q_23321,democratic,B
q_23322,unruly,B
q_23323,unvigorous,B
q_23324,generous,B
q_23325,unscientific,B
q_23326,middle-aged,B
q_23327,probing,B
q_23328,brainless,B
q_23329,unspeaking,B
q_23330,nonsensical,B
q_23331,unartistic,B
q_23332,forlorn,B
q_23333,inactive,B
q_23334,vocal,B
q_23335,unemotional,B
q_23336,vague,B
q_23337,aesthetic,B
q_23338,aimful,B
q_23339,underwitted,B
q_23340,overlogical,B
q_23341,nonhostile,B
q_23342,unwarlike,B
q_23343,diplomatic,B
q_23344,uncouth,B
q_23345,embellishing,B
q_23346,restrainable,B
q_23347,unforcible,B
q_23348,foresightless,B
q_23349,expedient,B
q_23350,funny,B
q_23351,unreined,B
q_23352,buoyant,B
q_23353,overcautious,B
q_23354,overemotional,B
q_23355,callous,B
q_23356,overscrupulous,B
q_23357,premeditative,B
q_23358,acid,B
q_23359,worried,B
q_23360,glamorous,B
q_23361,trendy,B
q_23362,inconfinable,B
q_23363,intolerant,B
q_23364,conciliatory,B
q_23365,motherly,B
q_23366,lazy,B
q_23367,transgressive,B
q_23368,undiplomatic,B
q_23369,unambitious,B
q_23370,trusted,B
q_23371,childlike,B
q_23372,unearnest,B
q_23373,outgoing,B
q_23374,prophetic,B
q_23375,gullible,B
q_23376,restless,B
q_23377,unpartisan,B
q_23378,pandering,B
q_23379,fatuous,B
q_23380,sensing,B
q_23381,open-faced,B
q_23382,unrealistic,B
q_23383,insolent,B
q_23384,blunt,B
q_23385,thick-skinned,B
q_23386,biased,B
q_23387,megalomaniacal,B
q_23388,unsunny,B
q_23389,self-confident,B
q_23390,confident,B
q_23391,indomitable,B
q_23392,calculable,B
q_23393,unsaintly,B
q_23394,solemn,B
q_23395,cliquish,B
q_23396,overserious,B
q_23397,uninquiring,B
q_23398,slim,B
q_23399,serious,B
q_23400,unjoyful,B
q_23401,selfish,B
q_23403,scornful,B
q_23404,lackluster,B
q_23405,acrimonious,B
q_23406,wishy-washy,B
q_23407,precondemning,B
q_23408,screwy,B
q_23409,anxious,B
q_23410,slavish,B
q_23411,careful,B
q_23412,jealous,B
q_23413,overprompt,B
q_23414,mussy,B
q_23415,traitorous,B
q_23416,thorough,B
q_23417,controversial,B
q_23418,discursive,B
q_23419,thin,B
q_23420,agitated,B
q_23421,embarrassing,B
q_23422,humanistic,B
q_23423,powerful,B
q_23424,arbitrative,B
q_23425,virile,B
q_23426,taciturn,B
q_23427,unimpeachable,B
q_23428,noncoercive,B
q_23429,seductive,B
q_23430,vindictive,B
q_23431,grand,B
q_23432,pathetic,B
q_23433,moral,B
q_23434,undiscriminating,B
q_23435,thorny,B
q_23436,awake,B
q_23437,uncongenial,B
q_23438,immovable,B
q_23439,sanguine,B
q_23440,average,B
q_23441,preachy,B
q_23442,unforgiving,B
q_23443,sharp-witted,B
q_23444,contentious,B
q_23445,mild-hearted,B
q_23446,unflagging,B
q_23447,simpleminded,B
q_23448,obsequious,B
q_23449,fickle,B
q_23450,admirable,B
q_23451,apathetic,B
q_23452,ungiving,B
q_23453,dominant,B
q_23454,steadying,B
q_23455,clownish,B
q_23457,frisky,B
q_23458,dawdling,B
q_23459,fashionable,B
q_23460,sage,B
q_23461,mutinous,B
q_23462,imperceptive,B
q_23463,good-looking,B
q_23464,prideless,B
q_23465,shocking,B
q_23466,headlong,B
q_23467,scary,B
q_23468,damaging,B
q_23469,inattentive,B
q_23470,unreproachful,B
q_23471,chameleonlike,B
q_23472,unvindictive,B
q_23473,mannish,B
q_23474,abstruse,B
q_23475,valiant,B
q_23476,coquettish,B
q_23477,hateful,B
q_23478,sedate,B
q_23479,consolatory,B
q_23480,sociable,B
q_23481,stately,B
q_23482,affectionate,B
q_23483,idealistic,B
q_23484,mean,B
q_23486,unscholarly,B
q_23487,placating,B
q_23488,meddling,B
q_23489,pontifical,B
q_23490,inoffensive,B
q_23491,broad-minded,B
q_23492,hopeful,B
q_23493,overdaring,B
q_23494,progressive,B
q_23495,oblivious,B
q_23496,embarrassed,B
q_23497,honest,B
q_23498,explosive,B
q_23499,homicidal,B
q_23500,convincing,B
q_23501,incontrollable,B
q_23502,attractive,B
q_23503,quirky,B
q_23504,likeable,B
q_23505,forcible,B
q_23506,short,B
q_23507,dynamic,B
q_23508,overstrict,B
q_23509,rootless,B
q_23510,irresponsible,B
q_23511,self-educated,B
q_23512,rambling,B
q_23513,uncollected,B
q_23514,craven,B
q_23515,unschooled,B
q_23516,inexplicit,B
q_23517,joyless,B
q_23518,overvaliant,B
q_23519,blithe,B
q_23520,original,B
q_23521,pliable,B
q_23522,overimaginative,B
q_23523,teary,B
q_23524,incorruptible,B
q_23525,stubborn,B
q_23526,flammable,B
q_23527,shrewd,B
q_23528,swanky,B
q_23529,short-spoken,B
q_23530,intense,B
q_23531,smooth-spoken,B
q_23532,abrasive,B
q_23533,unpolite,B
q_23534,technical,B
q_23535,credible,B
q_23536,puckish,B
q_23537,innovative,B
q_23538,lively,B
q_23539,unmindful,B
q_23540,compliant,B
q_23541,grousing,B
q_23542,boring,B
q_23543,gauche,B
q_23544,self-involved,B
q_23545,fascinating,B
q_23546,untender,B
q_23547,untalkative,B
q_23548,dishonest,B
q_23549,gentle-minded,B
q_23550,unappreciative,B
q_23551,overrated,B
q_23552,pugnacious,B
q_23553,scattered,B
q_23554,unsocial,B
q_23555,warlike,B
q_23556,heartless,B
q_23557,purposive,B
q_23558,invincible,B
q_23559,scholastic,B
q_23560,dastardly,B
q_23561,partisan,B
q_23562,joyful,B
q_23563,seedy,B
q_23564,decent,B
q_23565,insatiable,B
q_23566,prudent,B
q_23567,undiscourageable,B
q_23568,inconstant,B
q_23569,cautious,B
q_23570,cavalier,B
q_23571,unpoised,B
q_23572,stiff,B
q_23573,hard-nosed,B
q_23574,slanderous,B
q_23575,raucous,B
q_23576,crass,B
q_23577,uncompanionable,B
q_23578,infantile,B
q_23579,brawling,B
q_23580,political,B
q_23581,chipper,B
q_23582,wistful,B
q_23583,opaque,B
q_23584,unwavering,B
q_23585,insensate,B
q_23586,inflammatory,B
q_23587,sultry,B
q_23588,teasing,B
q_23589,predictable,B
q_23590,ultrafastidious,B
q_23591,dithering,B
q_23592,appealing,B
q_23593,incisive,B
q_23594,considerate,B
q_23595,overloud,B
q_23596,erratic,B
